Sex,HighSchool,remoteness,Year,cohort_cat,weekly_cannabis,AgeR
2,0,2,2010,6,0,1.8022565
1,0,2,2010,5,1,2.4996276
2,1,2,2007,4,0,3.2174437
2,1,2,2001,2,0,4.5700126
2,1,2,2016,4,0,4.2759075
2,0,2,2004,5,0,2.2903028
1,1,2,2001,2,0,4.9934945
1,1,2,2001,4,0,2.4480336
2,0,2,2019,5,0,3.090992
2,1,2,2004,1,0,5.5994658
1,1,2,2007,4,0,2.7701409
1,1,2,2004,3,1,4.0331454
2,1,2,2013,2,0,5.3180685
2,1,2,2019,4,1,4.4917965
2,1,2,2019,5,0,3.2179878
2,0,2,2013,3,0,5.0284028
1,1,2,2001,2,0,4.1316805
2,0,2,2001,2,0,4.4779482
1,0,2,2013,3,0,4.5455284
2,0,2,2019,2,0,6.4634261
1,0,2,2007,4,0,3.4145522
2,0,2,2010,4,0,3.552948
2,0,2,2013,5,0,2.4622862
2,1,2,2004,3,0,3.4742312
2,1,2,2019,5,0,3.0395687
1,1,2,2001,1,0,5.3055434
1,0,2,2019,6,1,2.6703846
2,0,2,2001,2,0,4.6647072
1,1,2,2010,1,0,6.0111656
2,0,2,2007,3,1,3.9769671
1,1,2,2010,3,0,4.0010262
2,1,2,2013,4,0,3.8489416
2,0,2,2019,3,0,5.5280142
1,1,2,2013,4,1,3.5417919
1,0,2,2007,1,0,6.5903921
1,1,2,2013,2,0,5.5239434
1,0,2,2016,2,0,6.2564406
2,1,2,2019,1,0,7.4477906
1,0,2,2013,6,0,1.9330426
2,1,2,2001,5,0,1.855527
1,0,2,2016,6,0,2.2357688
2,0,2,2016,4,0,4.0749741
1,0,2,2016,3,0,4.7180343
2,1,2,2004,4,0,2.9572639
2,0,2,2019,6,0,2.5319777
1,0,2,2007,3,0,3.8850341
1,0,2,2007,3,0,3.7167082
2,1,2,2016,6,0,2.3334429
2,1,2,2019,6,0,2.4462445
2,1,2,2007,2,0,5.5203223
1,0,2,2016,4,0,4.3988447
2,1,2,2013,2,0,5.7129917
1,1,2,2010,1,0,6.2224784
2,0,2,2001,4,0,2.2311947
1,1,2,2001,1,0,5.5037618
1,1,2,2010,4,0,3.7562015
2,0,2,2019,3,0,5.2114325
1,1,2,2004,3,0,3.8582094
1,1,2,2004,3,0,3.8604372
2,0,2,2019,6,0,2.720583
1,1,2,2007,2,0,5.1568074
1,1,2,2004,3,0,3.5127075
1,0,2,2016,3,0,4.6283445
2,1,2,2016,6,0,2.3338137
1,1,2,2001,4,0,2.8660374
2,0,2,2019,3,0,4.9472013
1,1,2,2016,5,1,3.1997595
2,1,2,2013,5,0,2.8607655
2,1,2,2010,2,0,5.4867549
1,0,2,2010,4,0,3.3392887
2,1,2,2010,1,0,6.1870856
1,0,2,2010,1,0,6.775001
2,1,2,2013,3,0,4.7588272
2,1,2,2019,3,0,5.5282679
2,1,2,2013,1,0,6.7193894
1,0,2,2019,3,0,5.6447496
1,1,2,2019,2,0,6.2666612
1,0,2,2019,4,0,4.7744918
1,0,2,2010,3,0,4.441566
2,1,2,2004,1,0,6.0718246
1,1,2,2016,1,0,7.3095093
1,1,2,2001,2,0,4.5395169
2,1,2,2016,5,0,3.3924296
2,0,2,2010,3,0,4.0352721
2,0,2,2019,3,0,4.95117
1,0,2,2007,2,0,4.7301736
2,1,2,2007,2,0,4.9325175
2,1,2,2013,4,0,3.4191172
1,0,2,2013,2,0,6.1412168
1,0,2,2019,4,0,4.3061409
2,1,2,2013,1,0,6.388588
2,0,2,2007,5,0,2.2078674
1,0,2,2004,1,0,6.0782828
1,0,2,2019,1,0,6.9473162
2,1,2,2010,1,0,6.0929074
1,0,2,2010,1,0,6.2065802
2,1,2,2004,4,0,3.2471421
1,1,2,2007,3,0,4.5070496
1,1,2,2001,4,0,2.8158364
2,0,2,2019,1,0,7.027298
1,1,2,2019,1,0,7.4993501
1,1,2,2010,3,0,4.2336111
1,1,2,2016,2,0,5.6491394
2,1,2,2007,1,0,6.5409856
1,0,2,2013,2,0,5.8435926
1,1,2,2019,4,0,4.0492859
1,0,2,2004,3,0,4.1008301
1,0,2,2001,5,0,1.9652135
1,1,2,2016,4,0,3.8622429
2,1,2,2016,3,0,4.897182
1,0,2,2013,2,0,6.1630473
2,0,2,2010,3,0,4.7980647
1,0,2,2004,5,0,1.8087957
1,0,2,2001,3,0,3.9974108
1,0,2,2010,4,0,3.7026975
1,1,2,2007,2,0,5.2895222
1,0,2,2004,4,0,2.4411607
2,1,2,2019,5,0,3.6165481
2,1,2,2004,5,0,1.9603568
1,0,2,2004,4,0,3.2657623
1,1,2,2019,4,1,4.5517044
2,0,2,2010,4,0,3.1052871
1,1,2,2004,1,0,6.0068612
2,1,2,2004,4,0,2.7900991
1,1,2,2001,2,0,4.4551797
1,0,2,2013,2,0,5.973444
1,1,2,2013,3,0,4.8404994
1,0,2,2019,2,0,6.7021589
2,1,2,2016,4,1,4.1111135
1,1,2,2019,6,0,1.861608
2,1,2,2001,2,0,4.4453573
2,0,2,2010,2,0,5.1934209
2,0,2,2016,4,0,4.0237098
1,0,2,2016,6,0,2.3815682
1,1,2,2007,2,0,5.0659432
2,1,2,2013,1,0,6.3873415
1,1,2,2019,1,0,7.4830027
2,0,2,2013,4,0,4.0844455
1,0,2,2013,6,1,1.8079432
2,0,2,2013,4,0,4.0697031
1,1,2,2019,2,0,5.9516206
2,1,2,2019,2,0,6.2184863
1,1,2,2007,1,0,5.750185
2,1,2,2019,5,0,2.9381616
2,1,2,2007,2,0,4.9104581
2,0,2,2016,6,0,2.4163482
1,1,2,2001,2,0,4.6170406
1,0,2,2004,3,0,4.0275397
2,0,2,2010,3,0,4.3604007
2,1,2,2016,2,0,5.862802
1,1,2,2001,3,0,3.3006451
1,1,2,2013,1,0,7.0110235
2,1,2,2016,6,0,1.915368
1,1,2,2010,2,0,5.3355179
2,1,2,2001,1,0,5.9034638
2,1,2,2007,3,0,4.0469141
1,1,2,2013,5,0,2.3694355
1,1,2,2004,3,0,3.4626255
1,0,2,2016,5,1,2.8198621
2,0,2,2016,5,0,2.8058655
1,0,2,2019,3,0,5.4870811
2,1,2,2013,4,0,3.5436354
1,1,2,2016,6,0,2.1001735
1,0,2,2016,4,0,4.3665509
2,1,2,2013,3,0,4.5264373
2,0,2,2019,4,0,4.2181058
2,0,2,2001,1,0,5.9434891
2,1,2,2001,1,0,5.3219905
2,0,2,2019,5,0,3.0684633
1,1,2,2019,4,0,4.0930467
1,0,2,2001,5,1,1.8472885
2,1,2,2016,4,0,4.2094626
2,1,2,2019,1,0,7.2154908
2,1,2,2004,4,0,2.5474596
1,1,2,2004,3,0,4.1810718
2,0,2,2010,5,0,2.8288705
1,0,2,2001,2,0,4.698977
2,1,2,2016,1,0,6.9941177
1,0,2,2004,4,0,2.4634202
1,0,2,2013,1,1,6.4558344
2,1,2,2007,1,0,6.2418938
1,0,2,2010,5,0,2.3726625
1,0,2,2007,1,1,6.2026801
2,0,2,2016,3,0,4.8895211
1,0,2,2013,2,0,5.8330817
1,0,2,2004,4,1,2.6727726
2,1,2,2016,4,0,3.8111866
1,1,2,2001,4,0,2.2910283
2,1,2,2010,5,0,2.1858246
1,0,2,2019,5,0,3.6189582
2,0,2,2001,1,0,5.8893981
2,0,2,2001,3,0,3.1295857
2,1,2,2013,1,0,6.8455687
2,0,2,2004,2,0,4.5505567
2,1,2,2004,4,0,2.9635904
2,1,2,2013,4,0,3.7520878
2,0,2,2001,3,0,3.6181836
1,0,2,2001,2,0,4.5596151
1,0,2,2007,2,0,5.4294186
2,1,2,2007,3,0,4.1975532
2,1,2,2016,2,0,6.15908
1,1,2,2007,2,0,4.8920355
2,0,2,2013,1,0,6.5781727
2,1,2,2016,1,0,6.9716263
1,1,2,2019,4,0,4.5861187
2,0,2,2007,4,0,3.4538097
2,0,2,2019,4,0,4.4877543
1,0,2,2001,3,1,3.144125
2,0,2,2019,2,0,6.0913973
2,0,2,2007,3,0,4.24298
1,0,2,2004,1,0,5.8381224
1,0,2,2010,5,0,2.1328075
2,1,2,2004,1,0,5.4931579
2,0,2,2016,2,0,5.7385688
1,0,2,2004,2,0,4.909771
2,0,2,2016,2,0,6.1819563
2,0,2,2016,1,0,7.0082965
1,1,2,2010,4,0,3.1656973
1,0,2,2013,3,1,4.5553994
2,1,2,2013,6,0,1.8419883
1,0,2,2016,3,0,5.4343238
1,1,2,2013,6,0,1.9752573
2,0,2,2010,4,0,3.0397124
1,1,2,2004,1,0,5.8073225
1,1,2,2013,1,1,7.1570234
1,0,2,2007,3,0,4.460896
2,1,2,2019,5,0,3.4983637
2,0,2,2001,3,0,3.9752018
1,0,2,2016,3,0,5.1360121
1,1,2,2007,3,0,4.01402
2,1,2,2019,2,0,6.5778251
1,0,2,2019,2,0,6.6199255
2,0,2,2004,5,0,2.2297375
2,0,2,2007,3,0,3.8456705
2,1,2,2019,6,0,2.2721384
2,1,2,2004,5,0,2.1818929
2,0,2,2016,6,0,2.4660654
2,0,2,2016,3,0,5.144372
2,1,2,2013,1,0,6.9138703
1,1,2,2019,4,0,4.7544184
2,1,2,2010,1,0,6.4594297
2,0,2,2001,2,0,4.463316
1,1,2,2013,3,0,5.1398959
2,0,2,2007,1,0,6.2774706
1,1,2,2019,4,0,4.0371785
1,0,2,2019,4,0,4.5602021
2,0,2,2007,3,0,3.7151923
1,1,2,2007,5,0,2.1996622
2,1,2,2010,4,0,3.3409603
1,1,2,2019,1,0,7.2530832
1,0,2,2004,3,0,4.0969605
1,0,2,2013,1,0,6.8561497
2,1,2,2019,3,0,5.1673622
2,1,2,2010,1,0,6.622335
2,0,2,2013,2,0,5.3302293
1,0,2,2001,3,0,3.418731
1,1,2,2013,4,0,3.3973186
2,1,2,2007,3,0,3.8715887
1,1,2,2019,3,0,5.7995758
1,0,2,2001,2,0,4.4695835
2,1,2,2001,2,0,4.2677236
1,0,2,2010,2,0,5.1126142
2,0,2,2010,4,0,3.8487387
1,1,2,2016,3,0,5.1127539
2,0,2,2007,3,0,3.9106359
2,1,2,2016,1,0,7.0666924
1,1,2,2019,3,0,5.4115014
1,0,2,2010,5,0,2.1808953
1,0,2,2010,4,0,3.5164716
1,1,2,2001,1,0,5.3008623
1,0,2,2013,4,0,3.6458449
2,0,2,2007,1,0,5.7217178
2,0,2,2016,5,0,3.0084903
1,0,2,2016,4,0,3.7464345
2,0,2,2010,1,0,6.7992449
1,1,2,2010,4,0,3.1663101
2,0,2,2016,5,0,2.919121
1,1,2,2010,4,0,3.4499891
2,0,2,2013,2,0,5.5992303
1,1,2,2004,1,0,6.2404633
1,0,2,2001,2,0,4.1363349
2,0,2,2010,5,0,2.222471
1,1,2,2013,5,0,2.5876815
1,1,2,2004,4,0,2.7816136
1,1,2,2013,2,0,5.6883998
1,0,2,2019,6,1,2.6519272
1,1,2,2013,1,0,7.100708
2,1,2,2010,4,0,3.8752346
1,1,2,2010,1,0,6.0107207
1,0,2,2019,4,0,4.7789941
2,1,2,2016,6,0,2.3522758
1,1,2,2010,5,0,2.5703635
2,1,2,2001,1,0,5.5786505
1,0,2,2001,4,0,2.1956735
1,0,2,2004,4,0,2.6631866
1,1,2,2019,2,0,6.4307451
1,1,2,2001,4,1,2.6446707
2,0,2,2007,2,0,5.5654149
1,1,2,2019,3,0,5.7574944
1,0,2,2004,5,0,2.0919986
1,0,2,2007,5,0,2.1548111
2,1,2,2019,2,0,6.3951311
1,0,2,2010,4,0,3.2919557
1,0,2,2004,1,0,6.2233663
1,1,2,2007,4,0,3.4284892
1,1,2,2010,2,1,5.3583064
1,1,2,2010,2,0,5.607924
2,0,2,2013,5,0,2.8273742
1,1,2,2004,4,0,2.8985188
1,0,2,2010,2,0,5.7657609
2,1,2,2019,2,0,6.0484047
2,1,2,2019,1,0,7.3458266
1,1,2,2010,1,0,6.8937483
2,0,2,2010,1,0,6.8686199
2,0,2,2013,4,1,3.5180552
1,0,2,2004,3,0,4.049305
2,1,2,2019,6,0,2.1869826
1,0,2,2019,1,0,7.030159
2,0,2,2007,3,0,4.0390091
1,0,2,2019,5,0,3.6474676
1,1,2,2007,5,0,2.0635486
1,1,2,2007,1,0,5.7338648
2,1,2,2010,2,0,5.4309154
1,0,2,2019,4,0,4.6902037
1,0,2,2001,3,0,3.3743887
2,1,2,2001,2,0,4.9829755
1,1,2,2013,3,0,5.0807309
1,0,2,2010,4,0,3.2259045
1,1,2,2010,5,1,2.1893704
1,0,2,2010,3,0,4.066411
1,0,2,2001,3,0,3.1593928
1,1,2,2007,2,0,5.1204286
2,1,2,2001,4,0,2.2693231
2,0,2,2013,2,0,6.1196008
1,0,2,2004,4,1,2.4635749
2,0,2,2010,3,0,4.4899359
2,0,2,2004,1,0,5.6183887
2,1,2,2007,4,0,3.5083158
1,1,2,2019,3,0,5.4380074
2,1,2,2007,1,0,5.7670631
2,1,2,2007,3,0,4.1365881
1,1,2,2001,2,0,4.5322633
1,0,2,2016,2,0,6.1679173
2,1,2,2001,2,0,4.5523906
2,0,2,2016,4,0,4.3728123
1,1,2,2007,2,0,4.9779129
2,1,2,2010,4,0,3.3555529
1,0,2,2007,2,0,5.1527219
2,1,2,2010,4,0,3.4470968
2,1,2,2019,6,0,2.057379
1,1,2,2013,6,0,2.0250106
1,1,2,2016,3,0,5.2980781
1,0,2,2010,1,0,6.8239779
2,1,2,2007,5,0,2.3623791
1,0,2,2010,6,0,1.8761835
2,1,2,2001,3,0,3.4592099
2,0,2,2010,2,0,5.6346021
2,0,2,2004,3,0,3.9703603
2,0,2,2007,3,0,4.1903419
2,1,2,2007,1,0,6.4058337
2,0,2,2013,2,0,5.5630121
2,1,2,2019,3,0,5.4014769
2,0,2,2010,2,0,5.1444726
1,0,2,2016,3,0,5.2317986
1,0,2,2001,4,0,2.78563
2,1,2,2013,6,0,1.838432
1,1,2,2019,4,0,4.702353
1,0,2,2007,3,0,4.3431287
2,0,2,2004,5,0,2.2304618
1,1,2,2013,3,0,5.0999808
2,0,2,2019,1,0,7.0023146
2,0,2,2016,5,0,3.3291266
2,0,2,2010,5,0,2.7877254
1,1,2,2010,2,0,5.298748
1,0,2,2004,3,0,4.2177987
1,1,2,2013,3,0,4.3902864
2,0,2,2001,2,0,4.8102551
2,0,2,2013,1,0,6.986165
1,0,2,2016,1,0,6.6656456
1,0,2,2001,1,0,5.3561382
2,1,2,2016,2,0,5.6798058
2,1,2,2016,5,0,3.0255313
1,0,2,2013,5,0,2.700175
1,0,2,2010,4,0,3.8056204
1,1,2,2001,1,0,5.8117089
1,1,2,2013,3,0,4.4708376
1,0,2,2007,1,0,5.7898993
2,0,2,2019,3,0,4.9134607
1,1,2,2019,4,0,4.2161555
2,0,2,2007,3,0,3.946275
2,0,2,2013,2,0,5.8010049
2,0,2,2001,3,0,3.5874424
1,0,2,2013,6,0,2.0002303
1,0,2,2016,5,0,3.0219643
1,1,2,2004,3,0,3.9164925
2,0,2,2007,3,0,4.0910325
2,0,2,2010,4,0,3.4083929
1,0,2,2004,2,0,4.9116302
1,1,2,2013,1,0,6.9267149
2,0,2,2007,2,0,5.1748424
1,0,2,2010,3,0,4.0503721
2,0,2,2004,4,0,2.7961478
2,0,2,2013,5,0,3.1829753
2,0,2,2010,3,0,4.2523999
1,1,2,2007,3,0,4.5839949
1,0,2,2010,3,0,4.2465611
2,0,2,2010,4,0,3.8791957
1,1,2,2010,4,0,3.1412029
1,0,2,2016,6,0,2.305016
1,1,2,2001,1,0,5.6439385
1,1,2,2001,4,0,2.1424301
1,0,2,2013,1,0,6.4170713
2,0,2,2001,1,0,5.827929
2,0,2,2019,3,0,5.3526883
1,1,2,2001,2,0,4.8516669
2,1,2,2016,3,0,4.8810697
2,1,2,2010,3,0,4.1937695
1,0,2,2007,1,0,5.8323393
2,1,2,2016,1,0,7.1292357
1,0,2,2019,2,0,6.2538991
1,0,2,2019,2,0,6.6486025
2,0,2,2013,3,0,5.0716982
2,0,2,2007,3,0,4.1395097
1,0,2,2010,1,0,6.12217
2,1,2,2004,3,0,3.5088995
2,1,2,2016,2,0,5.8391094
2,1,2,2013,4,0,3.860193
1,0,2,2016,2,0,6.0623417
1,0,2,2019,3,0,5.5549989
1,0,2,2007,5,0,2.3033764
1,0,2,2016,3,0,4.6104589
2,1,2,2013,1,0,6.958221
2,0,2,2001,3,0,3.5303466
1,1,2,2019,4,0,3.9874861
2,0,2,2019,5,1,3.6521759
2,0,2,2001,1,0,5.1472993
2,1,2,2010,1,0,6.061512
1,0,2,2007,4,0,2.8351686
1,0,2,2001,1,0,5.7019897
2,1,2,2013,3,0,4.8340116
1,1,2,2007,4,0,3.4288361
1,1,2,2010,4,0,3.7603636
1,1,2,2019,5,0,3.3132
2,1,2,2010,1,0,6.5065727
1,1,2,2004,2,0,4.7154293
2,1,2,2019,2,0,6.4399042
1,1,2,2004,1,0,5.8871408
1,0,2,2019,1,0,7.3521714
1,0,2,2010,2,0,5.7820349
1,1,2,2010,3,0,4.0818167
1,1,2,2019,6,1,2.5403478
2,1,2,2010,2,0,5.4810238
1,1,2,2016,6,0,2.2572856
2,0,2,2019,5,0,3.1755562
1,0,2,2010,4,0,3.7624817
1,0,2,2013,2,0,5.933342
1,1,2,2019,1,0,7.3181872
1,1,2,2004,4,0,3.2112782
2,1,2,2019,2,0,6.3346987
1,1,2,2019,6,0,1.9746932
1,0,2,2016,4,0,4.0774512
2,1,2,2007,1,0,6.5434957
1,1,2,2016,5,0,2.8789318
2,1,2,2007,5,0,1.9026459
2,0,2,2013,5,0,2.3230531
2,0,2,2013,1,0,6.7833152
2,1,2,2019,6,0,1.8045968
2,0,2,2007,4,0,3.5676672
1,0,2,2013,3,0,4.4066076
1,0,2,2001,1,0,5.8840075
1,1,2,2001,3,0,3.9760137
1,0,2,2019,5,0,2.9822526
1,0,2,2013,5,0,2.7546682
1,1,2,2019,5,0,3.1099353
2,0,2,2007,2,0,5.5244603
2,0,2,2013,3,0,4.9359021
2,1,2,2019,6,0,2.2240729
1,0,2,2007,2,0,5.0160675
1,0,2,2019,5,0,3.3160934
1,0,2,2016,5,0,3.0954237
2,1,2,2013,5,0,2.4184024
1,0,2,2004,5,0,2.0337815
2,0,2,2013,5,0,2.4582117
2,1,2,2004,2,0,4.4976101
2,0,2,2016,1,0,6.8948631
2,0,2,2010,5,1,2.3884506
2,0,2,2010,3,0,4.2391701
1,1,2,2004,1,0,6.2764225
1,0,2,2016,2,0,6.1197877
1,1,2,2013,5,0,2.8954906
2,0,2,2007,5,0,2.1774621
1,0,2,2001,1,0,5.3322372
2,0,2,2001,2,0,4.9253855
2,1,2,2019,6,0,2.2511618
1,0,2,2010,1,0,6.6368093
1,1,2,2004,3,1,4.1491995
2,1,2,2016,6,1,2.3115222
1,0,2,2016,6,0,2.4209454
2,0,2,2016,2,0,6.2175241
1,0,2,2019,1,0,7.4675174
1,1,2,2019,6,0,2.5299671
1,1,2,2007,4,0,2.7137926
2,0,2,2019,2,0,6.0144672
1,0,2,2001,3,1,3.2853851
1,0,2,2019,1,0,7.2004499
2,1,2,2007,4,0,3.4708693
2,0,2,2010,4,0,3.7970505
1,0,2,2013,1,0,6.4015217
1,1,2,2007,5,0,2.0270452
2,1,2,2019,4,0,4.3082447
1,1,2,2019,4,0,4.0444469
1,0,2,2001,3,0,3.5868223
2,1,2,2016,3,0,5.2616029
2,1,2,2007,2,0,5.1993122
1,1,2,2013,4,0,4.1204991
2,0,2,2019,5,0,2.9477634
1,1,2,2013,4,0,3.9671783
2,0,2,2013,4,0,3.4059772
1,0,2,2010,5,0,2.0760758
1,1,2,2007,3,0,4.5293856
1,0,2,2013,4,0,3.9309773
2,0,2,2016,5,0,2.9778357
2,0,2,2010,5,0,2.308537
2,0,2,2013,4,0,3.9829156
2,1,2,2016,3,0,5.2819247
2,1,2,2013,5,0,3.0035927
2,1,2,2019,2,0,6.7151151
2,0,2,2010,5,1,2.0842991
2,0,2,2010,2,0,5.6114058
2,0,2,2016,3,0,5.3238654
2,1,2,2010,4,0,3.0951362
2,1,2,2004,2,0,5.1007829
1,0,2,2013,5,1,2.8270676
1,1,2,2004,2,0,4.9911251
1,1,2,2007,4,0,3.5315933
1,1,2,2007,1,0,6.2088299
2,1,2,2004,4,0,3.2714386
1,1,2,2007,5,0,2.3577428
2,0,2,2001,3,0,3.1878169
1,0,2,2013,1,0,6.545218
2,0,2,2004,4,0,2.5167506
1,0,2,2010,2,0,5.4151807
2,0,2,2001,2,0,4.897058
2,0,2,2013,3,0,5.0738873
2,1,2,2004,1,0,6.2208586
2,0,2,2019,6,0,2.6404622
1,0,2,2019,5,0,3.5127938
2,0,2,2013,4,0,4.0114655
2,1,2,2013,2,0,6.0515881
1,0,2,2016,3,0,4.8887105
1,0,2,2004,5,0,2.0380137
1,0,2,2016,6,0,2.2132256
2,1,2,2019,5,0,3.7102652
1,0,2,2013,1,0,6.5267653
2,1,2,2010,5,0,2.8392968
1,0,2,2001,4,0,2.5994856
2,0,2,2010,3,0,4.2711105
1,0,2,2007,4,1,3.5082307
2,1,2,2007,1,0,6.5107765
2,0,2,2016,4,0,3.839987
1,1,2,2007,2,0,5.092905
1,1,2,2013,3,0,4.5269351
1,1,2,2007,2,0,5.2764564
2,0,2,2004,1,0,6.0059252
1,0,2,2007,3,0,3.7326641
1,1,2,2016,1,0,6.8511615
1,0,2,2004,1,0,6.0743155
1,1,2,2007,2,1,5.2921066
2,0,2,2007,3,0,4.5335608
1,1,2,2004,4,0,3.1399927
2,0,2,2004,4,0,3.2570162
1,0,2,2001,2,0,4.5933275
2,1,2,2019,2,0,6.1689005
2,1,2,2007,5,0,2.5671728
1,1,2,2001,3,0,3.4431705
1,0,2,2013,2,0,5.9212751
2,1,2,2010,1,0,6.3957577
1,0,2,2013,3,0,4.3911223
1,0,2,2010,4,0,3.1852016
1,0,2,2013,3,0,4.6395731
1,0,2,2007,4,0,2.9394052
2,1,2,2004,1,0,6.0920935
2,0,2,2001,1,0,5.8978076
1,0,2,2013,5,1,2.9350343
1,1,2,2019,1,0,7.0613308
1,1,2,2010,3,0,4.068078
2,1,2,2010,4,0,3.2455533
1,0,2,2013,3,0,5.0207777
1,1,2,2016,1,0,7.1976113
1,0,2,2007,1,0,6.0197783
2,1,2,2016,2,0,5.9480352
1,0,2,2001,2,0,4.5036831
2,0,2,2019,3,0,4.9663301
1,1,2,2007,4,0,2.9820807
2,0,2,2016,2,1,5.946085
2,0,2,2001,1,0,5.5998907
2,0,2,2013,2,0,6.0837383
2,1,2,2016,5,0,2.7480884
1,0,2,2019,6,1,1.8271435
2,1,2,2004,5,0,2.1344347
1,0,2,2007,3,0,4.4348783
2,1,2,2001,1,0,5.883563
1,0,2,2019,4,0,4.512259
1,0,2,2001,3,1,3.6546557
1,1,2,2016,2,0,5.6092386
1,0,2,2010,4,1,3.5416865
2,0,2,2013,4,0,3.9087672
1,0,2,2007,5,0,1.8859107
2,0,2,2019,2,1,6.7377629
1,1,2,2016,4,0,3.741132
1,0,2,2001,4,0,2.6210458
2,0,2,2019,2,0,5.9716311
1,0,2,2001,1,0,5.3032122
2,1,2,2013,6,0,1.8269852
2,1,2,2004,3,0,3.5586879
2,1,2,2016,1,0,7.4705434
1,0,2,2019,4,1,4.5257874
1,0,2,2013,4,0,3.8427343
2,1,2,2010,1,0,6.1456189
1,1,2,2007,1,0,6.0134897
1,1,2,2010,2,0,5.003583
1,1,2,2013,3,0,5.0435805
2,0,2,2019,5,0,3.2697804
2,1,2,2004,2,0,4.9925294
1,1,2,2013,1,0,6.4410315
2,1,2,2007,3,0,4.315836
2,1,2,2016,6,0,2.3736596
2,1,2,2004,1,0,5.7164435
1,0,2,2013,3,0,4.6379714
2,1,2,2004,3,0,4.0813408
2,0,2,2007,5,0,1.8421711
2,0,2,2010,4,0,3.1517186
1,0,2,2001,3,0,3.6644876
2,0,2,2016,1,0,6.7527876
2,1,2,2004,1,0,5.9460382
2,0,2,2016,5,0,3.0652459
2,0,2,2016,3,0,4.8984427
1,0,2,2004,3,0,3.7540746
2,0,2,2016,1,0,7.3636551
1,0,2,2001,4,0,2.7103188
1,1,2,2001,3,0,3.4589605
1,0,2,2004,5,0,1.8314964
2,1,2,2013,5,0,3.0321383
2,1,2,2007,4,0,2.8598976
1,1,2,2019,1,0,7.0951228
2,0,2,2001,3,0,3.9384408
1,1,2,2013,5,0,2.5507257
2,0,2,2013,1,0,6.8048253
2,1,2,2013,4,0,3.8098063
1,1,2,2007,5,0,2.3375652
1,0,2,2019,6,0,2.3439584
1,0,2,2013,1,0,6.8193355
2,0,2,2016,3,0,5.2001133
2,1,2,2004,2,0,5.2618084
2,0,2,2013,3,0,4.8233137
2,1,2,2019,6,0,1.9440601
1,1,2,2004,2,0,4.5564423
1,1,2,2016,4,0,4.2194595
1,0,2,2013,3,0,4.5948277
1,1,2,2019,1,0,7.4626975
1,0,2,2019,5,0,3.3057511
1,1,2,2004,5,0,2.1651845
1,1,2,2016,1,0,7.289413
2,1,2,2004,2,0,4.6119313
1,1,2,2013,5,0,2.990581
2,0,2,2004,3,0,3.7107086
2,0,2,2019,4,0,4.2567406
1,0,2,2010,1,0,6.0485125
1,0,2,2007,1,0,5.846622
1,1,2,2007,3,0,4.2414865
1,1,2,2019,6,0,2.4477479
2,1,2,2010,4,0,3.4948378
1,0,2,2007,2,0,4.9057875
1,0,2,2019,1,0,7.3322325
1,0,2,2004,4,1,3.2790787
1,1,2,2004,2,0,4.6820483
1,1,2,2004,2,0,4.7011662
2,0,2,2007,4,0,2.9529929
1,1,2,2016,1,0,7.0790267
2,0,2,2001,4,0,2.3077347
1,1,2,2013,5,1,2.3271585
2,0,2,2007,2,0,4.9832778
2,0,2,2010,4,0,3.5008271
1,0,2,2001,2,0,4.7919927
1,0,2,2016,2,0,6.324851
2,1,2,2010,1,0,6.2335443
1,1,2,2007,1,0,6.4334559
1,1,2,2010,2,0,5.7789841
2,0,2,2007,2,0,5.1905961
1,0,2,2010,2,1,5.0713
2,0,2,2016,1,0,7.1196399
1,0,2,2010,4,0,3.1144156
1,0,2,2010,3,0,4.3992047
2,1,2,2004,5,0,1.8205436
2,1,2,2010,2,0,5.4112177
2,1,2,2007,3,0,4.3685546
2,0,2,2013,1,0,7.1842732
1,0,2,2013,2,0,6.1647
1,1,2,2019,2,0,6.4478312
2,0,2,2004,2,0,4.4858508
1,0,2,2010,3,0,4.0723014
2,0,2,2019,6,0,2.5358601
2,1,2,2010,2,1,5.5726805
1,0,2,2013,4,0,3.4224544
1,1,2,2019,4,0,4.3672452
1,0,2,2007,5,0,2.4103088
2,0,2,2019,4,0,4.0177293
2,0,2,2010,4,1,3.4542055
1,0,2,2013,4,0,4.0271368
1,1,2,2004,3,0,4.028182
1,1,2,2016,3,0,5.2046103
1,0,2,2019,3,0,5.0010552
2,0,2,2016,1,0,7.3581104
2,0,2,2010,2,0,5.2717772
2,0,2,2007,3,1,4.1113186
1,0,2,2013,3,0,5.0104208
1,1,2,2019,4,0,4.0708585
2,0,2,2013,1,0,7.1785274
1,0,2,2013,2,0,5.3635316
2,0,2,2001,4,1,2.5487063
1,0,2,2010,2,0,5.2176504
2,0,2,2007,1,0,6.2349763
1,1,2,2013,3,0,4.4621964
1,1,2,2016,5,0,2.6878016
2,0,2,2019,3,0,5.511507
1,1,2,2007,3,0,3.7557085
1,0,2,2004,2,0,4.9044018
1,1,2,2013,2,0,5.8735871
1,1,2,2007,4,0,2.9762189
2,1,2,2004,3,0,3.4345953
1,1,2,2016,4,1,3.6515012
1,1,2,2016,5,0,2.9789388
1,1,2,2016,2,0,6.3636622
1,1,2,2013,4,0,3.5942686
1,0,2,2004,3,0,4.2544498
2,0,2,2013,2,0,5.8564577
2,0,2,2016,4,0,4.3557582
1,0,2,2004,2,1,4.9454098
